Player Name	Player Level	Outcome	Ship Name	Ship Level	Ship Strength	Ship XP	Officer One	Officer Two	Officer Three	Hull Health	Hull Health Remaining	Shield Health	Shield Health Remaining	Location	Timestamp
HiggsBozo	59	VICTORY	SS REVENANT	30	178630288	0	Dajash Tolra	Toli	Byr Ch'Kelrer	167923600	17450848	101048709	0	Mehruunahd	2026-04-05 2:04:41 AM
Borg Type 03.1	52	DEFEAT	Borg Type 03.1	52	22871967531008	0	Borg Drone	--	--	36595041106340	0	9148760276585	0	Mehruunahd	2026-04-05 2:04:41 AM

Reward Name	Count
Borg Type 03 Solo Armada Credits	86728
Mega Chest	1

Fleet Type	Attack	Defense	Health	Ship Ability	Captain Maneuver	Officer One Ability	Officer Two Ability	Officer Three Ability	Officer Attack Bonus	Damage Per Round	Armour Pierce	Shield Pierce	Accuracy	Critical Chance	Critical Damage	Officer Defense Bonus	Armour	Shield Deflection	Dodge	Officer Health Bonus	Shield Health	Hull Health	Impulse Speed	Warp Range	Warp Speed	Cargo Capacity	Protected Cargo	Mining Bonus	Debuff applied	Buff applied
Player Fleet 1	4865797	39278336	134486160	Laid to Rest---Phantom's Tithe---Collective's Bane	Safe Cracker	No Locked Doors	The Looking Glass	Excessive Measures	5	4277574	517000	56852	85292	0.22	2.95	5	753528	502370	6599769	5	101048709	167923600	241	441	269.01	7169250	0	1	NO	NO
Enemy Fleet 1	55041436	12429795	22871900422144	Defense Protocol β---Q Juniors Twist---Defense Protocol α	--	--	--	--	0	51903104	523056	523056	523056	0.1	1.5	0	828653	828653	828653	0	9148760588288	36595042353152	80	2	2	0	0	1	NO	NO

Round	Battle Event	Type	Attacker Name	Attacker Alliance	Attacker Ship	Attacker - Is Armada?	Target Name	Target Alliance	Target Ship	Target - Is Armada?	Hyperthermic Decay %	Hyperthermic Stablizer %	Critical Hit?	Hull Damage	Shield Damage	Mitigated Damage	Mitigated Isolytic Damage	Mitigated Apex Barrier	Total Damage	Total Isolytic Damage	Ability Type	Ability Value	Ability Name	Ability Owner Name	Target Defeated	Target Destroyed	Charging Weapons %
1	37	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	163499	744830	2245591	0	0	3153920	0	--	--	--	--	--	--	--
1	38	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	163598	745280	2246948	0	0	3155826	0	--	--	--	--	--	--	--
1	39	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3977252864	14101169152	21662320640	0	49304707072	37492820992	51552628736	--	--	--	--	--	--	--
1	40	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	30128777216	106820214784	164097998848	0	373496643584	284018378752	390525255680	--	--	--	--	--	--	--
1	41	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3930819072	13936539648	21409417216	0	48729083904	37055101440	50950758400	--	--	--	--	--	--	--
1	42	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	24138055680	85580382208	131469221888	0	299231608832	227544965120	312874303488	--	--	--	--	--	--	--
1	43	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	29125130240	103261822976	158631575552	0	361054732288	274557163520	377516097536	--	--	--	--	--	--	--
1	44	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3680034304	13047394304	20043505664	0	45620187136	34690997760	47700123648	--	--	--	--	--	--	--
1	45	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	4055221760	14377604096	22086981632	0	50271264768	38227821056	52563251200	--	--	--	--	--	--	--
1	46	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3414715904	12106719232	18598432768	0	42331119616	32189890048	44261097472	--	--	--	--	--	--	--
1	47	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3901448960	13832410112	21249449984	0	48364990464	36778231552	50570067968	--	--	--	--	--	--	--
1	48	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	3325018624	11788702720	18109892608	0	41219174400	31344332288	43098456064	--	--	--	--	--	--	--
1	49	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	27968704512	99161767936	152333041664	0	346718896128	263655739392	362526670848	--	--	--	--	--	--	--
1	50	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	28796823552	102097829888	156843442176	0	356984848384	271462295552	373260648448	--	--	--	--	--	--	--
1	51	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
1	52	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	173639	791022	2384855	0	0	3349516	0	--	--	--	--	--	--	--
1	53	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	170179	775261	2337338	0	0	3282778	0	--	--	--	--	--	--	--
1	54	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	168839	769155	2318929	0	0	3256923	0	--	--	--	--	--	--	--
1	55	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	170746	777843	2345122	0	0	3293711	0	--	--	--	--	--	--	--
1	56	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2805370112	9946312704	14702632960	0	34777260032	26202766592	36028809216	--	--	--	--	--	--	--
1	57	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2685321472	9520685056	14073470976	0	33289056256	25081487616	34487046144	--	--	--	--	--	--	--
1	58	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	20471492608	72580743168	107288813568	0	253778427904	191208198144	262911279104	--	--	--	--	--	--	--
1	59	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2482570752	8801842176	13010877440	0	30775621632	23187752448	31883159552	--	--	--	--	--	--	--
1	60	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2680033536	9501936640	14045757440	0	33223501824	25032094976	34419134464	--	--	--	--	--	--	--
1	61	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2783278336	9867986944	14586851328	0	34503393280	25996426496	35745083392	--	--	--	--	--	--	--
1	62	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	18022694912	63898648576	94454939648	0	223421480960	168335900672	231461863424	--	--	--	--	--	--	--
1	63	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	19140112384	67860398080	100311195648	0	237273743360	178772824064	245812625408	--	--	--	--	--	--	--
1	64	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2653233664	9406918656	13905301504	0	32891271168	24781777408	34074947584	--	--	--	--	--	--	--
1	65	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2671115776	9470319616	13999020032	0	33112952832	24948804096	34304604160	--	--	--	--	--	--	--
1	66	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2585948160	9168361472	13552665600	0	32057155584	24153318400	33210812416	--	--	--	--	--	--	--
1	67	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2683610368	9514618880	14064502784	0	33267843072	25065504000	34465071104	--	--	--	--	--	--	--
1	68	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2668934656	9462586368	13987589120	0	33085913088	24928431616	34276591616	--	--	--	--	--	--	--
1	69	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	18119567360	64242102272	94962638848	0	224622379008	169240705024	232705982464	--	--	--	--	--	--	--
2	71	battle_action_type_{0}	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	--	--	229089.2	--	--	--	--
2	72	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
2	73	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Now We're Cooking	Neelix	--	--	--
2	74	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
2	75	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.3	No Locked Doors	Dajash Tolra	--	--	--
2	76	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	The Looking Glass	Toli	--	--	--
2	77	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	298599	1360282	4101122	0	0	5760003	0	--	--	--	--	--	--	--
2	78	Attack	Borg Type 03.1	--	Borg Type 03.1	NO	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	NO	290415	1323002	3988725	0	0	5602142	0	--	--	--	--	--	--	--
2	79	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	929099008	3294078464	4956105728	0	11517737984	8714535680	11982485504	--	--	--	--	--	--	--
2	80	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6853138944	24297492480	36556791808	0	84956127232	64279382528	88384167936	--	--	--	--	--	--	--
2	81	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	905752384	3211303936	4831567360	0	11228316672	8495553856	11681386496	--	--	--	--	--	--	--
2	82	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	854431552	3029348352	4557806080	0	10592109568	8014187840	11019507712	--	--	--	--	--	--	--
2	83	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	848034048	3006666240	4523679744	0	10512801792	7954181888	10936999936	--	--	--	--	--	--	--
2	84	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	884689664	3136626944	4719212032	0	10967208960	8297994752	11409742848	--	--	--	--	--	--	--
2	85	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6892963840	24438689792	36769230848	0	85449826304	64652929024	88897781760	--	--	--	--	--	--	--
2	86	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	950318336	3369310464	5069296128	0	11780787200	8913563648	12256148480	--	--	--	--	--	--	--
2	87	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	7259880960	25739579392	38726483968	0	89998385152	68094455296	93629874176	--	--	--	--	--	--	--
2	88	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6156800512	21828655104	32842305536	0	76323848192	57748044288	79403565056	--	--	--	--	--	--	--
2	89	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	830096576	2943069696	4427995648	0	10290437120	7785936064	10705662976	--	--	--	--	--	--	--
2	90	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6457631744	22895241216	34447036416	0	80053157888	60569713664	83283353600	--	--	--	--	--	--	--
2	91	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6458183168	22897195008	34449973248	0	80059990016	60574877184	83290464256	--	--	--	--	--	--	--
2	92	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	6634802176	23523389440	35392114688	0	82249482240	62231489536	85568299008	--	--	--	--	--	--	--
2	93	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	864318336	3064401408	4610545152	0	10714673152	8106920832	11147017216	--	--	--	--	--	--	--
2	94	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	893420096	3167580416	4765783040	0	11075437568	8379882304	11522338816	--	--	--	--	--	--	--
2	95	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	901239744	3195304704	4807495680	0	11172375552	8453227200	11623188480	--	--	--	--	--	--	--
2	96	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	823684608	2920336384	4393792000	0	10210950144	7725795328	10622967808	--	--	--	--	--	--	--
2	97	Officer Ability	HiggsBozo	INFINITE	SS REVENANT	YES	--	--	SS REVENANT	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.05	Excessive Measures	Byr Ch'Kelrer	--	--	--
2	98	Charging Weapons	Borg Type 03.1	--	Borg Type 03.1	NO	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
2	99	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1687393664	5982577664	8963643392	0	20918069248	15811236224	21740447744	--	--	--	--	--	--	--
2	100	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1795206400	6364823040	9536358400	0	22254589952	16821465856	23129511936	--	--	--	--	--	--	--
2	101	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1826108416	6474384384	9700512768	0	22637670400	17111020544	23527655424	--	--	--	--	--	--	--
2	102	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	14371475456	50953412608	76343050240	0	178158501888	134663761920	185162678272	--	--	--	--	--	--	--
2	103	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1762263808	6248026112	9361362944	0	21846210560	16512785152	22705078272	--	--	--	--	--	--	--
2	104	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	12894740480	45717716992	68498452480	0	159851905024	120826449920	166136365056	--	--	--	--	--	--	--
2	105	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	2038779904	7228401152	10830249984	0	25274089472	19103798784	26267721728	--	--	--	--	--	--	--
2	106	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	YES	13807819776	48954998784	73348841472	0	171171053568	129382194176	177900519424	--	--	--	--	--	--	--
2	107	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1789166720	6343409152	9504274432	0	22179717120	16764871296	23051696128	--	--	--	--	--	--	--
2	108	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1788804096	6342123520	9502348288	0	22175221760	16761473024	23047024640	--	--	--	--	--	--	--
2	109	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1818681984	6448054272	9661063168	0	22545608704	17041435264	23431972864	--	--	--	--	--	--	--
2	110	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1977795072	7012182528	10506291200	0	24518080512	18532357120	25481992192	--	--	--	--	--	--	--
2	111	Attack	HiggsBozo	INFINITE	SS REVENANT	YES	Borg Type 03.1	--	Borg Type 03.1	NO	--	--	NO	1721455872	6103343104	9144585216	0	21340325888	16130402560	22179307520	--	--	--	--	--	--	--
