Player Name	Player Level	Outcome	Ship Name	Ship Level	Ship Strength	Ship XP	Officer One	Officer Two	Officer Three	Hull Health	Hull Health Remaining	Shield Health	Shield Health Remaining	Location	Timestamp
HiggsBozo	60	VICTORY	U.S.S. ENTERPRISE-D	18	1068817920	89487	Annorax	Suder	Seska	801521886	651806474	3564875722	2655994177	Lecio	2026-04-11 3:38:57 AM
V'ger Hurak Honorguard ▶	59	DEFEAT	V'ger Hurak Honorguard	59	14437923840	0	Replicated Hurak Commander	--	--	14836533168	0	13813323984	0	Lecio	2026-04-11 3:38:57 AM

Reward Name	Count
5★ Broken Interceptor Parts	3150

Fleet Type	Attack	Defense	Health	Ship Ability	Captain Maneuver	Officer One Ability	Officer Two Ability	Officer Three Ability	Officer Attack Bonus	Damage Per Round	Armour Pierce	Shield Pierce	Accuracy	Critical Chance	Critical Damage	Officer Defense Bonus	Armour	Shield Deflection	Dodge	Officer Health Bonus	Shield Health	Hull Health	Impulse Speed	Warp Range	Warp Speed	Cargo Capacity	Protected Cargo	Mining Bonus	Debuff applied	Buff applied
Player Fleet 1	161384016	86286616	821147264	Galaxy Class	Past, Present, and Future	Time is Patient	Silence Your Demons	Lone Operative	6.5	129983264	1659633	1659633	20121646	0.31	2.95	6.5	1009596	15223966	1023761	6.5	840772576	801521886	204	1034	174.41	1746110	0	1	NO	NO
Enemy Fleet 1	67386000	45609552	14324928512	Replicated Honorguard Apex---Replicated Counter-Intel---ship_ability_name_{0}	--	--	--	--	0	63047592	1381332	393936	393936	0.15	1.5	0	1534814	680434	6906662	0	13813323776	14836533248	80	2	2	0	0	1	NO	NO

Round	Battle Event	Type	Attacker Name	Attacker Alliance	Attacker Ship	Attacker - Is Armada?	Target Name	Target Alliance	Target Ship	Target - Is Armada?	Hyperthermic Decay %	Hyperthermic Stablizer %	Critical Hit?	Hull Damage	Shield Damage	Mitigated Damage	Mitigated Isolytic Damage	Mitigated Apex Barrier	Total Damage	Total Isolytic Damage	Ability Type	Ability Value	Ability Name	Ability Owner Name	Target Defeated	Target Destroyed	Charging Weapons %
2	26	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.18	Silence Your Demons	Suder	--	--	--
2	27	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.12	Lone Operative	Seska	--	--	--
2	28	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1089229	4962042	2317864	10520678	3134998	3404143	18620668	--	--	--	--	--	--	--
2	29	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	YES	0	0	0	0	0	0	0	--	--	--	--	--	--	--
2	30	Charging Weapons	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
2	31	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
2	32	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	984443	4484685	2261142	10263216	3492336	3320838	18164984	--	--	--	--	--	--	--
2	33	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	995137	4533403	2285705	10374707	3530274	3356912	18362314	--	--	--	--	--	--	--
2	34	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	6533230	23163270	3734238	22598608	1476738	16040748	41465336	--	--	--	--	--	--	--
2	35	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	76826160	272383648	43912004	265743632	17365402	188627854	487602992	--	--	--	--	--	--	--
2	36	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5829677	20668854	3332104	20165000	1317711	14313346	37000000	--	--	--	--	--	--	--
2	37	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	78956328	279936064	45129556	273111936	17846894	193857962	501122816	--	--	--	--	--	--	--
2	38	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	89296368	316596224	51039680	308878432	20184106	219245402	566749408	--	--	--	--	--	--	--
2	39	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	6200499	21983588	3544057	21447682	1401529	15223809	39353546	--	--	--	--	--	--	--
2	40	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
2	41	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	3069261	13982188	7627441	34405400	12942674	11132452	60894512	--	--	--	--	--	--	--
2	42	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	29629468	105049928	16935498	102489080	6697297	72747911	188053360	--	--	--	--	--	--	--
2	43	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	26655856	94507128	15235853	92203288	6025156	65446937	169180344	--	--	--	--	--	--	--
2	44	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
2	45	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	2964124	13503232	7870699	35502672	14483353	11487492	62836588	--	--	--	--	--	--	--
3	47	battle_action_type_{0}	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	3458834	--	--	--	--
3	48	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
3	49	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.6	To the Journey!	Harry Kim	--	--	--
3	50	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
3	51	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.18	Silence Your Demons	Suder	--	--	--
3	52	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.12	Lone Operative	Seska	--	--	--
3	53	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1169860	4679441	2418320	10976639	3735097	3551678	19427679	--	--	--	--	--	--	--
3	54	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1101728	4406914	2277478	10337368	3517568	3344830	18296226	--	--	--	--	--	--	--
3	55	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	69503704	278014816	43699328	264456576	17281296	187714296	485241424	--	--	--	--	--	--	--
3	56	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5792863	23171454	3642169	22041428	1440328	15645254	40442988	--	--	--	--	--	--	--
3	57	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5591086	22364344	3515305	21273680	1390159	15100298	39034276	--	--	--	--	--	--	--
3	58	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	72437400	289749600	45543840	275619072	18010726	195637566	505723072	--	--	--	--	--	--	--
3	59	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5533573	22134292	3479144	21054846	1375859	14944968	38632746	--	--	--	--	--	--	--
3	60	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	78140464	312561856	49129552	297318816	19428728	211040296	545539120	--	--	--	--	--	--	--
3	61	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
3	62	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1097160	4388642	2434803	11051458	4163925	3575886	19560102	--	--	--	--	--	--	--
3	63	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1104781	4419123	2451714	11128215	4192845	3600723	19695955	--	--	--	--	--	--	--
3	64	Charging Weapons	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
3	65	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
3	66	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	3348704	13394815	8002693	36098064	14726244	11680142	63890378	--	--	--	--	--	--	--
3	67	Charging Weapons	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	50
3	68	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
3	69	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	YES	0	0	0	0	0	0	0	--	--	--	--	--	--	--
4	71	battle_action_type_{0}	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	2972449	--	--	--	--
4	72	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
4	73	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.6	To the Journey!	Harry Kim	--	--	--
4	74	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
4	75	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.18	Silence Your Demons	Suder	--	--	--
4	76	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.12	Lone Operative	Seska	--	--	--
4	77	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1184990	4739960	2449596	11118600	3783403	3597611	19678938	--	--	--	--	--	--	--
4	78	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1186351	4745406	2452410	11131373	3787750	3601745	19701545	--	--	--	--	--	--	--
4	79	Charging Weapons	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
4	80	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
4	81	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1087947	4351789	2414357	10958655	4128959	3545858	19395849	--	--	--	--	--	--	--
4	82	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1078353	4313410	2393065	10862010	4092545	3514587	19224796	--	--	--	--	--	--	--
4	83	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5751154	23004616	3689366	21592896	1429958	15847996	39619994	--	--	--	--	--	--	--
4	84	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5980649	23922596	3836587	22454542	1487019	16480399	41200994	--	--	--	--	--	--	--
4	85	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	79652328	318609312	51096992	299057312	19804636	219491588	548728992	--	--	--	--	--	--	--
4	86	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5082424	20329696	3260376	19082128	1263686	14005232	35013078	--	--	--	--	--	--	--
4	87	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	YES	79631216	318524864	51083448	298978016	19799386	219433410	548583520	--	--	--	--	--	--	--
4	88	Attack	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	NO	5483401	21933604	3517603	20587608	1363384	15110172	37775428	--	--	--	--	--	--	--
4	89	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
4	90	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	3421313	13685252	8176214	36880768	15045550	11933401	65275696	--	--	--	--	--	--	--
4	91	Charging Weapons	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	100
4	92	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
4	93	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	3111748	12446990	7913107	35693964	15558738	11549389	63175158	--	--	--	--	--	--	--
5	95	battle_action_type_{0}	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	--	--	4206867	--	--	--	--
5	96	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	1	Knock it Down	B'Elanna Torres	--	--	--
5	97	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.6	To the Journey!	Harry Kim	--	--	--
5	98	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	2000	Time is Patient	Annorax	--	--	--
5	99	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.18	Silence Your Demons	Suder	--	--	--
5	100	Officer Ability	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	U.S.S. ENTERPRISE-D	NO	--	--	--	--	--	--	--	--	--	--	Officer	0.12	Lone Operative	Seska	--	--	--
5	101	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1178812	4715247	2436824	11060630	3763678	3578854	19576337	--	--	--	--	--	--	--
5	102	Attack	V'ger Hurak Honorguard ▶	--	V'ger Hurak Honorguard	NO	HiggsBozo	INFINITE	U.S.S. ENTERPRISE-D	NO	--	--	NO	1114772	4459087	2304442	10459754	3559213	3384430	18512838	--	--	--	--	--	--	--
